id,title,ISBN13,pages,authors,publisher,date
3074,ASP.Net Database Programming Weekend Crash Course [With CDROM with Assessment Software],9780764548307,406,Jason Butler,Wiley Publishing,December 15th 2001
3075,"Oracle Database 12c: Install, Configure & Maintain Like a Professional",9780071799348,472,"Ian Abramson,Michael Abbey,Michael Corey",McGraw-Hill Education,October 14th 2013
3076,Seeing Data: Designing User Interfaces for Database Systems Using .Net,9780321205612,544,Rebecca M. Riordan,Addison-Wesley Professional,July 26th 2004
3077,Fundamentals of Database Systems with Oracle 10g Programming: A Primer (6th Edition),9780132165907,1172,"Ramez Elmasri,Shamkant B. Navathe",Addison-Wesley,April 10th 2010
3078,Programming Microsoft Visual Basic .NET for Microsoft Access Databases,9780735618190,656,Rick Dobson,Microsoft Press,January 16th 2003
3079,Understanding Rational Databases with Examples in SQL-92,9780471585381,304,Fabian Pascal,Wiley,August 24th 1993
3080,"Spatial Database Systems: Design, Implementation and Project Management",9781402053917,553,"Albert K.W. Yeung,G. Brent Hall",Springer,January 11th 2007
3081,Murach's VB .Net Database Programming with ADO .Net,9781890774196,592,"Anne Price,Anne Prince",Mike Murach & Associates,April 14th 2003
3082,Multimedia Databases: An Object-Relational Approach [With CDROM],9780201788990,464,Lynne Dunckley,Addison-Wesley Professional,January 31st 2003
3083,Database Benchmarking: Practical Methods for Oracle & SQL Server,9780977671533,200,"Bert Scalzo,Kevin E. Kline,Claudia Fernandez,Mike Ault,Donald K. Burleson",Rampant Techpress,April 1st 2007
3084,Microsoft Jet Database Engine Programmers Guide,9781572313422,756,"Dan Haught,Jim Ferguson,Microsoft Corporation",Microsoft Press,January 1st 1997
3085,Oracle Database 11g RMAN Backup & Recovery,9780983044505,560,Sideris Courseware Corp,Sideris Courseware Corp.,March 1st 2011
3086,Visual Basic 5 Database Developer's Guide,9781575212760,,"Mark Swank,Mark Spenik",Sams,April 30th 1997
3087,Aplikasi Web Database dengan Dreamweaver MX,,190,Stendy B. Sakur,http://www.andipublisher.com/,2003
3088,Ranking Queries On Uncertain Data (Advances In Database Systems),9781441993793,224,"Ming Hua,Jian Pei",Springer,April 12th 2011
3089,Database Management Systems: Designing and Building Business Applications,9780072919196,424,Gerald Post,Irwin/McGraw-Hill,February 28th 2004
3090,Oracle Database 11g R2: SQL Tuning,9781936930029,566,Sideris Courseware Corp,Sideris Courseware Corp.,April 1st 2011
3091,Kolaborasi SQL Dan ERD Dalam Implementasi Database,,130,Yudi Priyadi,Penerbit Andi,2014
3092,"Database Design, Application Development, and Administration, Fourth Edition",9780615231044,724,Michael V Mannino,Chicago Business Press,November 3rd 2008
3093,Teach Yourself Active Web Database Programming,9781575211398,53,"Alexander Stojanovic,Matt Warren,FLEET WARREN CHEN STOJANOVIC",Sams,February 8th 1999
3094,Sql For Query Writers: Based On Oracle Database 11g,9781449502805,296,Adam S. Enos,Createspace,October 2nd 2009
3095,C++ Object Databases: Programming with the ODMG Standard,9780201634884,480,David   Jordan,Addison-Wesley Professional,November 7th 1997
3096,Object-Oriented Database Systems: Concepts and Architectures,9780201624397,264,"Elisa Bertino,Lorenzo Martino",Addison Wesley Publishing Company,November 1st 2000
3097,Database Developer's Guide with Visual C++ 4,9780672309137,1000,"Peter Hipson,Roger Jennings",Sams Publishing,June 1st 1996
3098,"High Performance Oracle Database Applications, with CD-ROM",9781576101001,450,Donald K. Burleson,Coriolis Group Books,December 1st 1996
3099,"Oracle Database Security, Audit and Control Features",9781893209589,158,IT Governance Institute,It Governance Institute,
3100,"Librarian's Guide to Online Searching: Cultivating Database Skills for Research and Instruction, 4th Edition",9781610699983,320,Suzanne S Bell,Libraries Unlimited,February 3rd 2015
3101,A Course in In-Memory Data Management: The Inner Mechanics of In-Memory Databases,,300,Hasso Plattner,Springer,April 22nd 2013
3102,A Manager's Guide to Database Technology: Building and Purchasing Better Applications,9780130304186,250,Michael R. Blaha,Prentice Hall,October 13th 2000
3103,DB2 Universal Database V8.1 Certification Exam 703 Study Guide,9780131840492,499,Roger E. Sanders,Prentice Hall PTR,May 25th 2004
3104,SQL Server CE Database Development with the .Net Compact Framework,9781590591192,453,Rob Tiffany,Apress,September 26th 2003
3105,Applied Oracle Security: Developing Secure Database and Middleware Environments,9780071613705,610,David C. Knox,McGraw-Hill,October 1st 2009
3106,Nearest Neighbor Search:: A Database Perspective,9781441935649,170,"Apostolos N. Papadopoulos,Yannis Manolopoulos",Springer,December 6th 2010
3107,Distributed Multimedia Databases: Techniques and Applications,9781930708297,384,Timothy K. Shih,IGI Global,July 1st 2001
3108,Semantic Mining Technologies for Multimedia Databases,9781605661889,532,"Dacheng Tao,Xu Dong,Xuelong Li",Information Science Publishing,March 17th 2011
3109,Client/Server Database Design with Sybase,9780070016972,580,George W. Anderson,McGraw-Hill Companies,December 23rd 1996
3110,Database Design And Mangement (Applying Software),9780826453907,229,Nick Dowling,Continuum,February 1st 2001
3111,Distributed and Parallel Database Object Management,9781461361855,126,"Elisa Bertino,Tamer Zsu",Springer,October 3rd 2012
3112,Relational Database Design with Microcomputer Applications,9780137718412,207,Glenn A. Jackson,Prentice Hall,October 28th 1988
3113,Database Management Systems Lecture Notebook,9780072928525,,Il-Yeol Song,,
3114,"Database Design, Application Development and Administration",,,Michael V. Mannino,,
3115,"Spatial Databases: Technologies, Techniques and Trends",9781591403876,360,"Yannis Manalopoulos,Apostolos N. Papadopoulos,Michael Gr Vassilakopoulos",Idea Group Publishing,December 31st 2004
3116,SQL Success: Database Programming Proficiency,9781909765016,,Stephane Faroult,Roughsea Ltd,July 29th 2013
3117,Database Programming with Visual Basic .Net,9781590590324,960,Carsten Thomsen,Apress,October 15th 2002
3118,Readings in Object-Oriented Database Systems,9781558600003,640,Stanley B. Zdonik,Morgan Kaufmann Publishers,September 15th 1989
3119,What Would You Do with a Database?,9781617836039,32,Susan Kralovansky,Super Sandcastle,January 1st 2013
3120,Effective Database Design For Geoscience Professionals,9780878148288,,David R. Hoffman,Pennwell Books,December 1st 2002
3121,Oracle Database Administration On Unix Systems,9780132446662,189,Lynnwood Brown,Prentice Hall PTR,
3122,Design and Use of Relational Databases in Chemistry,9781420064421,229,T.J. O'Donnell,CRC Press,November 1st 2008
3123,Similarity Joins in Relational Database Systems,9781627050289,126,"Nikolaus Augsten,Michael H. Böhlen",Morgan & Claypool,November 1st 2013
3124,Relational Database Index Design and the Optimizers,9786610276615,330,"Lahdenmaki Tapio,Leach Mike",John Wiley & Sons,September 1st 2005
3125,How to Build Business-Wide Databases,9780471532279,432,John E. Gessford,Wiley,August 19th 1991
3126,Machine Learning and Knowledge Discovery in Databases,9783540874782,692,"Walter Daelemans,Katharina Morik",Springer,September 4th 2008
3127,Database Processing: Fundamental Design and Implement,9780130858191,0,Kroenke,Prentice Hall Professional Technical Reference,August 28th 1999
3128,Selected Readings on Database Technologies and Applications,9781605660981,535,Terry Halpin,Information Science Publishing,April 26th 2011
3129,"Database Design, Application Development, and Administration",9780983332428,792,Michael Mannino,Chicago Business Press,January 31st 2014
3130,Query Processing for Advanced Database Systems,9781558602717,512,"Johann C. Freytag,Johann C. Freytag",Morgan Kaufmann Publishers,August 15th 1993
3131,Semantic Web Services for Web Databases,9781461416456,158,Mourad Ouzzani,Springer,October 23rd 2011
3132,Physical Database Design Using Oracle,9780849318177,264,Donald K. Burleson,CRC Press,July 27th 2004
3133,SQL and Other Important Database Topics,9780972919715,124,Thomas E. Meers,Gom Bizpress,October 10th 2003
3134,Relational Database Systems: Analysis And Comparison,9783540120322,,Joachim W. Schmidt,Springer,December 29th 1983
3135,Bitemporal Databases,9783639131871,176,"Canan Eren Atay,Abdullah Uz Tansel",VDM Verlag,March 3rd 2009
3136,Database Systems,9781490289854,47,CTI Reviews,Cram101,August 21st 2016
3137,Introduction to Databases,9781849960953,743,Peter Revesz,Springerverlag London Limited,January 1st 2010
3138,Intelligent Databases,9781599041223,320,Zongmin Ma,Idea Group Publishing,February 16th 2007
3139,Objects and Databases,9783642160936,176,"Alan Dearle,Roberto V Zicari",Springer,March 13th 2011
3140,The Database Dictionary,9780915391349,374,Ellen Thro,Microtrend Books,January 1st 1990
3141,Solvent Database,9780815514633,0,George Wypych,Chemtec Publishing,January 15th 2001
3142,Database Primer,9780452254923,127,Rose Deakin,Plume,April 30th 1984
3143,ILL DATABASE,,46,H BANNER,Letts,January 1st 1990
3144,Constraint Databases,9783642085420,428,"Gabriel Kuper,Leonid Libkin,Jan Paredaens",Springer,December 1st 2010
3145,Database Machines,9783642694202,356,"H -O Leilich,M Missikoff",Springer My Copy UK,September 1st 1983
3146,Database Engineering,9780818604881,303,"R. Katz,W. Kim,A. Hevner",IEEE Computer Society Press,August 1st 1983
3147,Relational Databases,9780137718580,269,Chao-Chih Yang,Prentice Hall,December 28th 1985
3148,The Engineering Database,9780408022804,241,Dimitris N. Chorafas,Butterworth-Heinemann,January 1st 1988
3149,Advances in Databases,9783642245770,,Alvaro A. Fernandes,Springer Publishing Company,January 1st 2011
3150,SQL & Databases,9781283504737,92,Vergie Logan,White Word Publications,January 1st 2012
3151,Database: Enterprise,9783540316770,,Mike Jackson,Springer Verlag Berlin Heidelberg,January 1st 2005
3152,Databases for Cardiology,9789401137218,448,"G T Meester,F Pinciroli",Springer My Copy UK,February 28th 1991
3153,Database: A Bibliography,9780914894643,499,Yahiko Kambayashi,Computer Science Pr,June 1st 1981
3154,Advances in Databases,9783662201619,296,"Carole Goble,John Keane",Springer,January 15th 2014
3155,Database Easy,9781482593075,300,Kalman Toth,Createspace,February 1st 2013
3156,Database Concepts,9780757506840,352,James A Bates,Kendall/Hunt Publishing Company,December 30th 2003
3157,Databases for Cardiology,9780792308867,418,"Geert Ed. Meester,Geert Ed. Meester",Kluwer Academic Publishers,February 28th 1991
3158,Database Engineering,9780818607585,334,H. Boral,IEEE Computer Society Press,August 1st 1986
3159,Graph Databases,,244,Dr. Jim Webber,Shroff/O'Reilly,August 7th 2013
3160,Genetic Databases,9780080532394,320,Martin Bishop,Academic Press,May 14th 2014
3161,Engineering Databases,9783642615092,244,"K.R. Dittrich,José Luis Encarnação,W. Fischer",Springer My Copy UK,May 7th 1990
3162,The Database Book,9780023717604,465,Mary E. S. Loomis,MacMillan Publishing Company,October 1986
3163,Database of Education,9780879548636,,Foundation Center,Foundation Center,
3164,Database Transportation,9780791065853,32,Chelsea House Publishers,Chelsea House Publications,September 2005
3165,Temporal Databases,9781558604353,416,"Richard Snodgrass,Christian Jensen",Morgan Kaufmann Publishers,
3166,Database Exercises,9781877292156,228,Kate Crossley,Software Publications,
3167,Database Concepts,,282,"Xiuzhen Jenny Zhang,Jeffrey D. Ullman,Jennifer Widom",Pearson,2011
3168,Biodiversity Databases,9780415332934,,"Gordon Curry,Chris Humphries",CRC Press,January 1st 2005
3169,The Research Databases,9781505913934,734,Dr Maryam Fouladi,Createspace,January 17th 2015
3170,Document Databases,9780442281854,184,Geoffrey James,Van Nostrand Reinhold Company,
3171,Databases - An Overview,,21,David Jackson,,April 6th 2012
3172,Bento (Database),9785511820590,144,"Jesse Russell,Ronald Cohn",Book on Demand Ltd.,July 16th 2012
3173,Databases Illuminated,9781284068788,686,Ricardo,Jones & Bartlett Publishers,August 6th 2014
3174,A Functional Database,9780902928619,,Phil Trinder,,
3175,Spotlight on: Databases,9780619266509,72,Jennifer Gipp,Course Technology,May 1st 2006
3176,Numeric Databases,9780893912475,304,"Ching-Chih Chen,Peter Hernon",Ablex Publishing Corporation,May 1st 1984
3177,Palaeomagnetic Database,9780471932550,304,J.D.A. Piper,Wiley,August 15th 1991
3178,Probabilistic Databases,9781608456819,180,"Dan Suciu,Dan Olteanu",Morgan & Claypool,July 7th 2011
3179,The Database Primer,9780712602099,,Rose Deakin,,
3180,Codasyl Databases,9780521259910,,Bell  Chris,Cambridge University Press,
3181,Database Archiving,9781281928658,291,Jack E Olson,Morgan Kaufmann Publishers,January 1st 2010
3182,Online Databases,9780787623012,,Gale Cengage Learning,Gale Cengage,September 30th 1999
3183,Database of Antistatics,9781895198355,,George Wypych,Chemtec Publishing,September 1st 2006
3184,Databases: An Introduction,9780077077037,353,David M. Rothwell,McGraw-Hill Companies,
3185,Image Databases,9781280367502,609,"Vittorio Castelli,Lawrence D Bergman",Wiley-Interscience,January 1st 2004
3186,DNA Databases,9780737735994,100,Lauri R. Harding,Greenhaven Press,August 1st 2007
3187,Introduction to Databases,9780880228404,359,Jim Townsend,Que,April 1st 1992
3188,DNA Databases,9780737758917,100,Stefan Kiesbye,Greenhaven Press,October 24th 2011
3189,Moses Database,9789172043817,361,"Industrial Institute for Economic & Soci,James W. Albrecht",Coronet Books,
3190,Advances in Databases,9783642245787,248,Springer,Springer,November 10th 2011
3191,Database Marketing,9780750600361,180,Post,Butterworth-Heinemann,December 1st 1994
3192,Database Engineers,,32,TechTarget China,ZHE JIANG PUBLISHING UNITED GROUP,January 19th 2015
3193,Communitybuilt Databases,9783642190476,,Eric Pardede,Springer Publishing Company,January 1st 2011
3194,Spotlight on Databases,9781423904373,75,Jennifer Gipp,Course Technology,March 1st 2008
3195,Oracle Database,,747,Omar Alonso,,October 5th 2015
3196,Objects and Databases,9786613567369,172,"Dearle Alan,V Zicari Roberto",Springer,September 27th 2010
3197,Database Directory,9780867292145,750,"Knowledge Industry Publications,American Society for Information Science",Butterworth-Heinemann,
3198,Database in Cloud,,,Jay Lincoln,,January 27th 2015
3199,Object Databases,9783642146824,180,Springer,Springer,April 11th 2011
3200,Database Assistant,9780837344744,,Jack Rudman,National Learning Corp,January 1st 2014
3201,Database Law,9780853085102,241,"Christopher Rees,Simon Chalton",Jordan Publishing (GB),August 1st 1998
3202,DNA Databases,9781417786534,,L. Harding,Turtleback Books,June 1st 2007
3203,Object Databases,9783642146800,166,"Moira C. Norrie,Michael Grossniklaus",Springer,July 30th 2010
3204,Provenance in Databases,9781601982322,110,"James Cheney,Laura Chiticariu,Wang-Chiew Tan",Now Publishers,June 2nd 2009
3205,Database Fundamentals,9780955815331,136,Goran Bezanov,MIG Consulting Ltd,June 6th 2013
3206,"L'umanista informatico: Xml, Html, Css, Sql, Web, Internet, database, programmazione e Google per le scienze umane",9788850328475,240,Fabio Brivio,Apogeo,2009
3207,Database Design and SQL for DB2,9781583473573,504,James Cooper,Mc Press,April 24th 2013
