_id,ltable_id,rtable_id,ltable_title,ltable_authors,ltable_publisher,ltable_ISBN13,ltable_publishedYear,ltable_publishedMonth,ltable_pages,rtable_title,rtable_authors,rtable_publisher,rtable_ISBN13,rtable_publishedYear,rtable_publishedMonth,rtable_pages
4060276,2883,2002,Oracle Database Administration,"David C. Kreines,Brian Laskey","O'Reilly Media, Incorporated",9781565925168,1999.0,4,582.0,Pro Oracle Database 11g Administration,Darl Kuhn,Apress,9781430229704.0,2010.0,12.0,679.0
4060293,2883,2057,Oracle Database Administration,"David C. Kreines,Brian Laskey","O'Reilly Media, Incorporated",9781565925168,1999.0,4,582.0,Expert Oracle9i Database Administration,Sam R. Alapati,Apress,9781590590225.0,2003.0,4.0,1248.0
4060307,2883,2101,Oracle Database Administration,"David C. Kreines,Brian Laskey","O'Reilly Media, Incorporated",9781565925168,1999.0,4,582.0,Oracle 10g Database Administrator: Implementation and Administration,"Gavin Powell,Carol McCullough-Dieter",Cengage Learning,9781418836658.0,2006.0,6.0,768.0
4060315,2883,2131,Oracle Database Administration,"David C. Kreines,Brian Laskey","O'Reilly Media, Incorporated",9781565925168,1999.0,4,582.0,Expert Oracle Database 11g Administration,Sam R. Alapati,Apress,9781430210153.0,2008.0,11.0,1344.0
4060329,2883,2168,Oracle Database Administration,"David C. Kreines,Brian Laskey","O'Reilly Media, Incorporated",9781565925168,1999.0,4,582.0,Oracle Database Administration: The Essential Reference,"David C. Kreines,Brian Laskey",O'Reilly Media,9781565925168.0,1999.0,4.0,582.0
4060339,2883,2201,Oracle Database Administration,"David C. Kreines,Brian Laskey","O'Reilly Media, Incorporated",9781565925168,1999.0,4,582.0,Expert Oracle Database 10g Administration,Sam R. Alapati,Apress,9781590594513.0,2006.0,3.0,1276.0
4060481,2883,2611,Oracle Database Administration,"David C. Kreines,Brian Laskey","O'Reilly Media, Incorporated",9781565925168,1999.0,4,582.0,Oracle 10g Database Admin,Premier Development,,9781592008988.0,,,
4060511,2883,2715,Oracle Database Administration,"David C. Kreines,Brian Laskey","O'Reilly Media, Incorporated",9781565925168,1999.0,4,582.0,Aster Data Database Administration,"Tom Coffing,Todd Wilson",Coffing Publishing,9781940540221.0,2014.0,2.0,770.0
4060517,2883,2730,Oracle Database Administration,"David C. Kreines,Brian Laskey","O'Reilly Media, Incorporated",9781565925168,1999.0,4,582.0,Oracle8i Database Administration,Noel Yuhanna,Manning Publications,9781884777783.0,1999.0,11.0,543.0
4060530,2883,2784,Oracle Database Administration,"David C. Kreines,Brian Laskey","O'Reilly Media, Incorporated",9781565925168,1999.0,4,582.0,Oracle Database 11g Administration I Certification Guide,Steve Ries,Packt Publishing,9781849687300.0,2013.0,2.0,582.0
4060542,2883,2819,Oracle Database Administration,"David C. Kreines,Brian Laskey","O'Reilly Media, Incorporated",9781565925168,1999.0,4,582.0,Oracle Database 10g Linux Administration,Edward Wahlen,,9783446228047.0,,,
4060602,2883,2990,Oracle Database Administration,"David C. Kreines,Brian Laskey","O'Reilly Media, Incorporated",9781565925168,1999.0,4,582.0,Beginning Oracle Database 11g Administration,William Barker,Apress,9781430206286.0,2013.0,10.0,430.0
4060762,2883,3464,Oracle Database Administration,"David C. Kreines,Brian Laskey","O'Reilly Media, Incorporated",9781565925168,1999.0,4,582.0,Oracle Database 11g R2: Advanced Administration,Sideris Courseware Corp,Sideris Courseware Corp.,9781936930098.0,2011.0,5.0,506.0
4060793,2883,3545,Oracle Database Administration,"David C. Kreines,Brian Laskey","O'Reilly Media, Incorporated",9781565925168,1999.0,4,582.0,Oracle Database Administration: The Complete Video Course,"Melanie Caffrey,Douglas Scherer",,9780130321237.0,,,
4060845,2883,3712,Oracle Database Administration,"David C. Kreines,Brian Laskey","O'Reilly Media, Incorporated",9781565925168,1999.0,4,582.0,Understanding Database Administration,Pablo Berzukov,Createspace,9781450500913.0,2010.0,1.0,138.0
4063916,2885,3626,Gale Guide to Internet Databases,John Hrol,Cengage Gale,9780787626655,1999.0,1,1000.0,Cyberhound's Guide to Internet Databases,"Gale Cengage Learning,Gwen Turecki",Gale Cengage,9780787611637.0,1997.0,3.0,1141.0
4064220,2886,2904,Flexible Databases Supporting Imprecision and Uncertainty / Edition 1,"Gloria Bordogna,Giuseppe Psaila",Springer Berlin Heidelberg,9783540332886,2006.0,6,2006.0,Flexible Databases Supporting Imprecision And Uncertainty,Gloria Bordogna,Springer,9783540332886.0,2006.0,6.0,
4065734,2887,2688,Securing Oracle Database 12c a Technical Primer,Michelle Malcher,"McGraw-Hill Companies, The",9780071839433,2014.0,1,86.0,Securing Oracle Database 12c,"Michelle Malcher,Scott Rotondo,James Spooner",McGraw-Hill Education,9780071826174.0,2014.0,1.0,
4068635,2889,2276,Database: Theory and Practice,"Frank Lars,Lars Frank",Addison-Wesley,9780201180411,1988.0,1,416.0,Database: Theory and Practice,"Frank Lars,Frank Lars",Addison Wesley Publishing Company,9780201180411.0,2000.0,5.0,374.0
4068858,2889,2704,Database: Theory and Practice,"Frank Lars,Lars Frank",Addison-Wesley,9780201180411,1988.0,1,416.0,Databases Theory and Practice,"John     Jones,Simon Monk",Chapman & Hall,9780412432507.0,1991.0,3.0,324.0
4069151,2889,3297,Database: Theory and Practice,"Frank Lars,Lars Frank",Addison-Wesley,9780201180411,1988.0,1,416.0,Databases in Theory and Practice,J.A. Jones,Tab Books,9780830626007.0,1987.0,6.0,324.0
4070843,2890,2909,Managing Database: Four Critical Factors,Michael M. Gorman,"Wiley, John & Sons, Incorporated",9780894351037,1984.0,1,243.0,Managing Database: Four Critical Factors,Michael M. Gorman,,9780894351037.0,,,
4071989,2891,2289,Wiley Pathways Introduction to Database Management,"CTI Reviews,Introduction Databases",Cram101,9781467269414,2016.0,9,35.0,Introduction to Database Management Systems,Atul Kahate,Pearson,9781299446595.0,2006.0,1.0,535.0
4073312,2892,1658,"Fundamentals of Database Systems, with E-book / Edition 3","Ramez Elmasri,Shamkant Navathe",Pearson Education,9780201741537,2001.0,7,1000.0,Fundamentals of Database Systems,"Ramez Elmasri,Shamkant B. Navathe",Addison Wesley Publishing Company,9780321369574.0,2006.0,3.0,1139.0
4077282,2894,3169,The Research Databases,Dr Maryam Fouladi,CreateSpace Publishing,9781505913934,2015.0,1,734.0,The Research Databases,Dr Maryam Fouladi,Createspace,9781505913934.0,2015.0,1.0,734.0
4083357,2898,753,Oracle Database Programming using Java and Web Services,"Kuassi Mensah,Thomas Kyte",Elsevier Science,9781555583293,2006.0,7,1120.0,Oracle Database Programming Using Java and Web Services,"Kuassi Mensah,Thomas Kyte",Digital Press,9781555583293.0,2006.0,7.0,1087.0
4085214,2899,2624,Cases On Database Technologies And Applications,Mehdi Khosrow-Pour,IGI Global,9781599043999,2006.0,4,308.0,Intelligent Databases: Technologies and Applications,Zongmin Ma,IGI Global,9781599041209.0,2006.0,9.0,320.0
4085217,2899,2639,Cases On Database Technologies And Applications,Mehdi Khosrow-Pour,IGI Global,9781599043999,2006.0,4,308.0,Encyclopedia Of Database Technologies And Applications,Laura C. Rivero,Information Science Reference,9781591407959.0,2005.0,12.0,784.0
4085218,2899,2640,Cases On Database Technologies And Applications,Mehdi Khosrow-Pour,IGI Global,9781599043999,2006.0,4,308.0,Encyclopedia of Database Technologies and Applications,"laura Rivero,Rivero,Jorge Doorn,Viviana Ferraggina",Information Science Reference,9781591405603.0,2005.0,6.0,784.0
4085380,2899,3128,Cases On Database Technologies And Applications,Mehdi Khosrow-Pour,IGI Global,9781599043999,2006.0,4,308.0,Selected Readings on Database Technologies and Applications,Terry Halpin,Information Science Publishing,9781605660981.0,2011.0,4.0,535.0
4085574,2899,3710,Cases On Database Technologies And Applications,Mehdi Khosrow-Pour,IGI Global,9781599043999,2006.0,4,308.0,Cases on Database Technologies and Applications,Mehdi Khosrow-Pour,Idea Group Publishing,9781280376740.0,2006.0,1.0,306.0
4090355,2903,2182,"Database Systems: Design, Implementation and Management, Sixth Edition / Edition 6","Peter Rob,Carlos Coronel,Carlos Coronel",Cengage Learning,9780619213237,2004.0,1,794.0,"Database Systems: A Practical Approach to Design, Implementation and Management",Thomas Connolly,Addison Wesley Longman,9780201708578.0,2001.0,8.0,848.0
4090401,2903,2246,"Database Systems: Design, Implementation and Management, Sixth Edition / Edition 6","Peter Rob,Carlos Coronel,Carlos Coronel",Cengage Learning,9780619213237,2004.0,1,794.0,"Database Systems: A Practical Approach to Design, Implementation and Management","Thomas M. Connolly,Carolyn Begg",Addison Wesley,9780321210258.0,2004.0,5.0,1424.0
4090536,2903,2493,"Database Systems: Design, Implementation and Management, Sixth Edition / Edition 6","Peter Rob,Carlos Coronel,Carlos Coronel",Cengage Learning,9780619213237,2004.0,1,794.0,"Database Systems: Design, Implementation, And Management",Peter Rob,,9780619160333.0,,,
4091979,2904,1649,Modern Database Management / Edition 5,"Fred R. McFadden,Mary B. Prescott,Jeffrey A. Hoffer,Mary Prescott,Jeffrey A. Hoffer",Prentice Hall Professional Technical Reference,9780805360547,1998.0,7,622.0,Modern Database Management,"Jeffrey A. Hoffer,Mary B. Prescott,Fred R. McFadden",Prentice Hall,9780132212113.0,2006.0,3.0,656.0
4092328,2904,2322,Modern Database Management / Edition 5,"Fred R. McFadden,Mary B. Prescott,Jeffrey A. Hoffer,Mary Prescott,Jeffrey A. Hoffer",Prentice Hall Professional Technical Reference,9780805360547,1998.0,7,622.0,Modern Database Management Casebook,"Weyman Whitlock,Jeffrey A. Hoffer",Not Avail,9780130611918.0,2002.0,7.0,96.0
4093009,2904,3681,Modern Database Management / Edition 5,"Fred R. McFadden,Mary B. Prescott,Jeffrey A. Hoffer,Mary Prescott,Jeffrey A. Hoffer",Prentice Hall Professional Technical Reference,9780805360547,1998.0,7,622.0,Modern Database Management,Hoffer Topi,Pearson,,,,
4093022,2904,3705,Modern Database Management / Edition 5,"Fred R. McFadden,Mary B. Prescott,Jeffrey A. Hoffer,Mary Prescott,Jeffrey A. Hoffer",Prentice Hall Professional Technical Reference,9780805360547,1998.0,7,622.0,Modern Database Management,Fred R. McFadden,Addison Wesley Longman,9780201383744.0,,,
4094343,2906,2811,The Design and Implementation of Modern Column-Oriented Database Systems,"Daniel Abadi,Peter Boncz,Stavros Harizopoulos",Now Publishers,9781601987549,2013.0,11,102.0,The Design and Implementation of Modern Column-Oriented Database Systems,"Daniel Abadi,Peter Boncz,Stavros Harizopoulos",Now Publishers,9781601987549.0,2013.0,11.0,100.0
4095589,2907,2849,Pro Oracle Spatial for Oracle Database 11g / Edition 1,"Ravikanth Kothuri,Albert Godfrind,Euro Beinat",Apress,9781590598993,2007.0,10,787.0,Pro Oracle Spatial for Oracle Database 11g,"Ravikanth V. Kothuri,Euro Beinat,Albert Godfrind",Apress,9781590598993.0,2007.0,10.0,787.0
4097007,2908,3380,PC Magazine Guide to Client - Server Databases,Joe Salemi,Ziff-Davis Press,9781562760700,1992.0,10,264.0,Guide to Client/Server Databases,Joe Salemi,Ziff-Davis Press,9781562763107.0,1995.0,1.0,312.0
4097062,2908,3560,PC Magazine Guide to Client - Server Databases,Joe Salemi,Ziff-Davis Press,9781562760700,1992.0,10,264.0,Pc Magazine Guide To Client/Server Databases,Joe Salemi,Ziff-Davis Press,9781562760700.0,1992.0,11.0,264.0
4098186,2910,1649,Database Management,"David Stamper,Wilson Price","McGraw-Hill Companies, The",9780079096975,1990.0,2,466.0,Modern Database Management,"Jeffrey A. Hoffer,Mary B. Prescott,Fred R. McFadden",Prentice Hall,9780132212113.0,2006.0,3.0,656.0
4098187,2910,1650,Database Management,"David Stamper,Wilson Price","McGraw-Hill Companies, The",9780079096975,1990.0,2,466.0,Database Management Systems,"Raghu Ramakrishnan,Johannes Gehrke",McGraw-Hill,9780072465631.0,2002.0,8.0,1104.0
4098315,2910,1946,Database Management,"David Stamper,Wilson Price","McGraw-Hill Companies, The",9780079096975,1990.0,2,466.0,Database Management and Design,Gary W. Hansen,Prentice Hall,9780133088007.0,1995.0,9.0,582.0
4098334,2910,1982,Database Management,"David Stamper,Wilson Price","McGraw-Hill Companies, The",9780079096975,1990.0,2,466.0,Database Development and Management,Lee Chao,Auerbach Publications,9780849333187.0,2005.0,12.0,
4098392,2910,2086,Database Management,"David Stamper,Wilson Price","McGraw-Hill Companies, The",9780079096975,1990.0,2,466.0,Database Machines And Database Management,Esen A. Ozkarahan,Prentice Hall,9780131960312.0,,,636.0
4098428,2910,2155,Database Management,"David Stamper,Wilson Price","McGraw-Hill Companies, The",9780079096975,1990.0,2,466.0,Essentials of Database Management,"Jeffrey A. Hoffer,Heikki Topi,Ramesh Venkataraman",Prentice Hall,9780133405682.0,2013.0,6.0,378.0
4098460,2910,2202,Database Management,"David Stamper,Wilson Price","McGraw-Hill Companies, The",9780079096975,1990.0,2,466.0,Database Management Systems,"Raghu Ramakrishnan,Ramakrishnan",McGraw Hill Higher Education,9780071231510.0,2002.0,9.0,936.0
4098474,2910,2219,Database Management,"David Stamper,Wilson Price","McGraw-Hill Companies, The",9780079096975,1990.0,2,466.0,Database Management,Elias M. Awad,Boyd & Fraser Pub. Co.,9780878357130.0,1992.0,3.0,620.0
4098492,2910,2247,Database Management,"David Stamper,Wilson Price","McGraw-Hill Companies, The",9780079096975,1990.0,2,466.0,Database Management Systems,Gerald V. Post,McGraw-Hill/Irwin,9780071111805.0,2002.0,,424.0
4098532,2910,2316,Database Management,"David Stamper,Wilson Price","McGraw-Hill Companies, The",9780079096975,1990.0,2,466.0,Database Systems for Management,"James F. Courtney,David B. Paradice",Irwin Professional Publishing,9780256082296.0,1992.0,1.0,561.0
4098579,2910,2398,Database Management,"David Stamper,Wilson Price","McGraw-Hill Companies, The",9780079096975,1990.0,2,466.0,Database Management,George Diehr,Pearson Scott Foresman,9780673188205.0,1989.0,1.0,418.0
4098592,2910,2425,Database Management,"David Stamper,Wilson Price","McGraw-Hill Companies, The",9780079096975,1990.0,2,466.0,The Science Of Database Management,Paul Helman,Irwin Professional Publishing,9780256134384.0,1994.0,1.0,598.0
4098639,2910,2524,Database Management,"David Stamper,Wilson Price","McGraw-Hill Companies, The",9780079096975,1990.0,2,466.0,Database Management System Anatomy,James A. Larson,,9780669045444.0,,,
4098671,2910,2588,Database Management,"David Stamper,Wilson Price","McGraw-Hill Companies, The",9780079096975,1990.0,2,466.0,Database Management Casebook,"Fred R. McFadden,Jeffrey A. Hoffer,Ananth Srinivasan",Benjamin/Cummings (a Pearson Education company),9780805360424.0,1991.0,11.0,
4098696,2910,2630,Database Management,"David Stamper,Wilson Price","McGraw-Hill Companies, The",9780079096975,1990.0,2,466.0,Records and Database Management,Jeffrey R. Stewart,Gregg Division McGraw-Hill,9780070614741.0,1989.0,2.0,244.0
4098702,2910,2645,Database Management,"David Stamper,Wilson Price","McGraw-Hill Companies, The",9780079096975,1990.0,2,466.0,Database Management and Control,Kenmore S. Brathwaite,Intertext Publications,9780070072534.0,1990.0,9.0,311.0
4098730,2910,2702,Database Management,"David Stamper,Wilson Price","McGraw-Hill Companies, The",9780079096975,1990.0,2,466.0,Database Management Systems,Ben Shneiderman,AFIPS Press,9780882830148.0,,,137.0
4098741,2910,2722,Database Management,"David Stamper,Wilson Price","McGraw-Hill Companies, The",9780079096975,1990.0,2,466.0,Database Management Casebook,"Lorents,Morgan",Harcourt Brace College Publishers,9780030246227.0,,,
4098750,2910,2738,Database Management,"David Stamper,Wilson Price","McGraw-Hill Companies, The",9780079096975,1990.0,2,466.0,Database Management Through dBASE,"Robert T. Grauer,Maryann Barber",McGraw-Hill Companies,9780070241404.0,1988.0,11.0,392.0
4098816,2910,2877,Database Management,"David Stamper,Wilson Price","McGraw-Hill Companies, The",9780079096975,1990.0,2,466.0,Practical Database Management,Tony Fabbri,PWS Pub. Co.,9780534925925.0,1992.0,1.0,498.0
4099067,2910,3381,Database Management,"David Stamper,Wilson Price","McGraw-Hill Companies, The",9780079096975,1990.0,2,466.0,Quick Guide to Database Management,"Jeffrey R. Stewart,Jeffrey R. Stewart Jr.,Nancy Melesco,Sandra McMinnis",McGraw-Hill Companies,9780070615045.0,1989.0,3.0,160.0
4099214,2910,3681,Database Management,"David Stamper,Wilson Price","McGraw-Hill Companies, The",9780079096975,1990.0,2,466.0,Modern Database Management,Hoffer Topi,Pearson,,,,
4099227,2910,3705,Database Management,"David Stamper,Wilson Price","McGraw-Hill Companies, The",9780079096975,1990.0,2,466.0,Modern Database Management,Fred R. McFadden,Addison Wesley Longman,9780201383744.0,,,
4107246,2917,2458,Relational Database Systems / Edition 1,"Dan A. Simovici,Richard L. Tenney",Elsevier Science,9780126443752,1995.0,8,485.0,Relational Database Systems,Dan A. Simovici,Academic Press,9780126443752.0,1995.0,8.0,485.0
4107460,2917,2883,Relational Database Systems / Edition 1,"Dan A. Simovici,Richard L. Tenney",Elsevier Science,9780126443752,1995.0,8,485.0,Relational Database Systems,Claude Delobel,North-Holland,9780444877185.0,,,451.0
4108844,2918,1969,Database Design,Ryan Stephens,Pearson Education,9780134306568,2000.0,11,528.0,Database Design Specialist,"Irina Heer,Jake Mullins,Brian Danks,David Oberman",Tina Strong,,,,
4108852,2918,1983,Database Design,Ryan Stephens,Pearson Education,9780134306568,2000.0,11,528.0,Grid Database Design,April J. Wells,Auerbach Publications,9780849328008.0,2005.0,5.0,287.0
4108876,2918,2034,Database Design,Ryan Stephens,Pearson Education,9780134306568,2000.0,11,528.0,Database Design,Gio Wiederhold,McGraw-Hill Companies,9780070701328.0,1983.0,3.0,751.0
4108914,2918,2095,Database Design,Ryan Stephens,Pearson Education,9780134306568,2000.0,11,528.0,Data Analysis for Database Design,David Howe,Butterworth-Heinemann,9780750650861.0,2001.0,6.0,336.0
4108920,2918,2108,Database Design,Ryan Stephens,Pearson Education,9780134306568,2000.0,11,528.0,UML for Database Design,"Eric J. Naiburg,Robert A. Maksimchuk",Addison-Wesley Professional,9780201721638.0,2001.0,8.0,320.0
