ltable_title,ltable_authors,ltable_publisher,ltable_ISBN13,ltable_publishedYear,ltable_publishedMonth,ltable_pages,rtable_title,rtable_authors,rtable_publisher,rtable_ISBN13,rtable_publishedYear,rtable_publishedMonth,rtable_pages
C++ Object Databases: Programming with the ODMG Standard,David Jordan,Addison Wesley Professional,9.7802E+12,1997,10,480,C++ Object Databases: Programming with the ODMG Standard,David   Jordan,Addison-Wesley Professional,9.7802E+12,1997,11,480
The Concordance Database Manual,"Alan Haley,Jim Sumser",Apress,9.78159E+12,2006,7,392,The Concordance Database Manual,"M. Alan Haley,M. Alan Haley",Apress,9.78159E+12,2006,8,368
Professional ASP.NET 2.0 Databases,Thiru Thangarathinam,Wiley,9.78047E+12,2007,2,504,Professional ASP.Net 2.0 Databases,Thiru Thangarathinam,Wrox Press,9.78047E+12,2007,2,504
Excursions into Syntactic Databases,Hans van Halteren,"Brill Academic Publishers, Inc.",9.78904E+12,1997,1,250,Excursions Into Syntactic Databases,Hans Halteren,Brill/Rodopi,9.78904E+12,1997,1,250
Excursions into Syntactic Databases,Hans van Halteren,"Brill Academic Publishers, Inc.",9.78904E+12,1997,1,250,Excursions Into Syntactic Databases,Hans Halteren,Brill/Rodopi,9.78904E+12,1997,1,250
Seeing Data: Designing User Interfaces for Database Systems Using .NET,Rebecca M. Riordan,Addison-Wesley,9.78032E+12,2004,7,544,Seeing Data: Designing User Interfaces for Database Systems Using .Net,Rebecca M. Riordan,Addison-Wesley Professional,9.78032E+12,2004,7,544
Theory and Practice of Relational Databases / Edition 2,"Stefan Stanczyk,Bob Champion,Richard Leyton",Taylor & Francis,9.78042E+12,2001,8,264,Theory and Practice of Relational Databases,"Stefan Stanczyk,Bob Champion,Richard Leyton",Taylor & Francis,9.78042E+12,2001,8,264
Pathways: Activities for Databases / Edition 1,Minta Berry,Cengage Learning,9.78054E+12,1997,11,112,Pathways: Activities For Databases,Minta Berry,Course Technology,9.78054E+12,1997,12,112
Database Publishing with FileMaker Pro on the Web,"Maria L. Langer,Corbin Collins",Peachpit Press,9.7802E+12,1998,4,440,Database Publishing with FileMaker Pro on the Web,Maria Langer,Addison Wesley Longman,9.7802E+12,1998,1,419
Report of Legal Protection for Databases,U.S. Copyright Office,CreateSpace Publishing,9.7815E+12,2014,10,114,Report of Legal Protection for Databases,U S Copyright Office,Createspace,9.7815E+12,2014,10,114
"Database Performance Tuning Handbook, with CD-ROM",Jeff Dunham,"McGraw-Hill Companies, The",9.78007E+12,1997,12,778,Database Performance Tuning Handbook,Jeff  Dunham,McGraw-Hill Companies,9.78007E+12,1997,12,778
Strategic Database Marketing: The Masterplan for Starting and Managing a Profitable Customer-Based Marketing Program / Edition 2,Arthur Middleton Hughes,"McGraw-Hill Companies, The",9.78007E+12,2000,5,439,Strategic Database Marketing: The Masterplan for Starting and Managing a Profitable Customer-Based Marketing Program,Arthur Middleton Hughes,McGraw-Hill Companies,9.78007E+12,2000,5,400
Object-Oriented Databases and Their Applications to Software Engineering,Alan W. Brown,"McGraw-Hill Companies, The",9.78008E+12,1991,6,224,Object-Oriented Databases and Their Applications to Software Engineering,Alan W. Brown,McGraw-Hill Companies,9.78008E+12,1991,6,184
Database Management,Elias M. Awad,"Course Technology, Inc.",9.78088E+12,1992,2,800,Database Management,Elias M. Awad,Boyd & Fraser Pub. Co.,9.78088E+12,1992,3,620
"Database Design, Application and Administration / Edition 2",Michael V. Mannino,"McGraw-Hill Companies, The",9.78007E+12,2003,3,735,"Database Design, Application & Administration W/ Er Asst",Michael V. Mannino,Irwin/McGraw-Hill,9.78007E+12,2003,3,735
"Engineering Databases: Survey of Existing Engineering Database Management Systems, Criteria for Selecting a Database, and Some Practical Experiences in Applying a Database System","CIAD Project Group on Engineering Database,M L. Boerstra",Elsevier Science,9.78044E+12,1985,6,178,"Engineering Databases: Survey of Existing Engineering Database Management Systems, Criteria for Selecting a Database, and Some Practical Expe","Ciad Project Group On Engineering Databa,Ciad Project Group On Engineering Databa",Elsevier Publishing Company,9.78044E+12,1985,8,177
Perl Database Programming / Edition 1,Brent Michalski,Wiley,9.78076E+12,2002,11,572,Perl Database Programming,Brent Michalski,John Wiley & Sons,7.85555E+11,2002,11,572
No Special Skills,Ms. E's Database,AuthorHouse,9.78146E+12,2011,11,168,No Special Skills,E's Database,Authorhouse,9.78146E+12,2011,11,168
No Special Skills,Ms. E's Database,AuthorHouse,9.78146E+12,2011,11,168,No Special Skills,Ms. E's Database,AuthorHouse,,2011,11,168
Teradata Physical Database Design,Tom Coffing,Coffing Publishing,9.78194E+12,2013,9,0,Teradata Physical Database Design,"Tom Coffing,Leah Nolander",Coffingdw,9.78194E+12,2013,9,394
Data Models: A Semantic Approach for Database Systems,Sheldon A. Borkin,MIT Press,9.78026E+12,1980,5,288,Data Models: A Semantic Approach for Database Systems,Sheldon A. Borkin,MIT Press (MA),9.78026E+12,1980,5,288
"Database Engineering, 1986","IEEE, Society Staff,Irv Traiger",IEEE Computer Society Press,9.78082E+12,1988,6,227,"Database Engineering, 1986","Institute of Electrical and Electronics Engineers,Bruce Lindsay,Sham Navathe",IEEE Computer Society Press,9.78082E+12,1988,6,226
Java Database Programming Bible,"John O'Donahue,John O' Donahue",Wiley,9.78076E+12,2002,8,720,Java Database Programming Bible,John O'Donahue,Wiley,9.78076E+12,2002,8,720
Web-Powered Databases,"Wang,Johanna Wenny Rahayu,Johanna Wenny Rahayu",IGI Global,9.78193E+12,2003,9,356,Web-Powered Databases,"David Taniar,Johanna Wenny Rahayu",IGI Global,9.78159E+12,2002,7,356
Logics for Emerging Applications of Databases / Edition 1,"Jan Chomicki,Ron van der Meyden,Gunter Saake",Springer Berlin Heidelberg,9.78354E+12,2003,8,368,Logics for Emerging Applications of Databases,"Chomicki,Jan Chomicki,Ron Meyden,Chomicki",Springer,9.78354E+12,2003,8,368
Modeling and Designing Accounting Systems: Using Access to Build a Database / Edition 1,"C. Janie Chang,Laura R. Ingraham",Wiley,9.78047E+12,2006,1,149,Modeling and Designing Accounting Systems: Using Access to Build a Database,Laura R. Ingraham,Wiley,9.78047E+12,2005,12,149
Optimizing An Oracle Database On The Database And Application Level - An Application Developer's Perspective,Mikko Karkkainen,VDM Verlag Dr. Mueller e.K.,9.78364E+12,2008,6,180,Optimizing an Oracle Database on the Database and Application Level - An Application Developer's Perspective,Mikko Karkkainen,VDM Verlag Dr. Mueller E.K.,9.78364E+12,2008,6,180
A PROLOG Database System,Deyi Li,"Wiley, John & Sons, Incorporated",9.78047E+12,1984,6,207,A PROLOG Database System,Deyi Li,John Wiley & Sons,9.78047E+12,1984,6,207
Databases and Knowledge Systems in Merchandising,"John M. Mccann,John P. Gallagher","Wiley, John & Sons, Incorporated",9.78044E+12,1991,2,215,Databases and Knowledge Systems in Merchandising,John M. McCann,Van Nostrand Reinhold Company,9.78044E+12,1990,8,215
Beginning Database-Driven Application Development in Java EE: Using GlassFish,Yuli Vasiliev,Apress,9.78143E+12,2008,9,400,Beginning Database-Driven Application Development in Java EE: Using GlassFish,Yuli Vasiliev,Apress,9.78143E+12,2008,9,409
"Database Systems: Design, Implementation, and Management (with Bind-In Printed Access Card) / Edition 9","Carlos Coronel,Steven Morris,Rob",Cengage Learning,9.78054E+12,2009,11,700,"Database Systems: Design, Implementation, and Management (with Premium Web Site Printed Access Card)","Carlos M. Coronel,Steven Morris,Peter Rob",Cengage Learning,9.78054E+12,2009,11,720
Understanding Relational Databases: With Examples in SQL-92,"Fabian Pascal,Chris Date",Wiley,9.78047E+12,1993,8,304,Understanding Rational Databases with Examples in SQL-92,Fabian Pascal,Wiley,9.78047E+12,1993,8,304
Recent Issues on Fuzzy Databases / Edition 1,"Gloria Bordogna,Gabriella Pasi",Physica-Verlag HD,9.78379E+12,2010,12,0,Recent Issues on Fuzzy Databases,"Gloria Bordogna,Gabriella Pasi",Physica-Verlag,9.78379E+12,2010,10,238
The Ingres Papers: Anatomy of a Relational Database System,Michael Stonebraker,Addison-Wesley,9.7802E+12,1986,1,506,The Ingres Papers: Anatomy of a Relational Database System,Michael Stonebraker,Addison Wesley Publishing Company,9.7802E+12,1986,1,506
Sams Teach Yourself DB2 Universal Database in 21 Days / Edition 2,"Susan Visser,Bill Wong",Sams,9.78067E+12,2003,8,600,Sams Teach Yourself DB2 Universal Database in 21 Days,Susan Visser,Sams,9.78067E+12,2003,8,601
Inside Relational Databases / Edition 2,"Mark Whitehorn,Bill Marklyn",Springer London,9.78185E+12,2001,6,345,Inside Relational Databases,"Mark Whitehorn,Bill Marklyn",Springer,9.78185E+12,2001,6,357
"Database Management: Concepts, Design and Practice",Esen A. Ozkarahan,Prentice Hall Professional Technical Reference,9.78013E+12,1989,12,560,"Database Management: Concepts, Design, and Practice",Esen Ozkarahan,Prentice Hall,9.78013E+12,1989,12,560
Troubleshooting Microsoft Access Databases,"Virginia Andersen,Virginia Anderson",Microsoft Press,9.78074E+12,2001,1,352,Troubleshooting Microsoft Access Databases,Virginia Andersen,Microsoft Press,9.78074E+12,2001,1,352
Fuzzy Database Modeling / Edition 1,"Adnan Yazici,Roy George",Physica-Verlag HD,9.78379E+12,1999,2,1999,Fuzzy Database Modeling,"Adnan Yazici,R. George",Physica-Verlag,9.78379E+12,1999,1,234
Fuzziness in Database Management Systems / Edition 1,"Patrick Bosc,Janusz Kacprzyk",Physica-Verlag HD,9.78379E+12,1995,5,1995,Fuzziness in Database Management Systems,Janusz Kacprzyk,Physica-Verlag,9.78379E+12,1995,5,433
Understanding Database Management Systems,Joseph A. Vasta,"Course Technology, Inc.",9.78053E+12,1989,2,526,Understanding Database Management Systems,Joseph A. Vasta,Wadsworth Publishing Company,9.78053E+12,1989,1,518
Advances in Database Systems: Implementations and Applications,"J. Paredaens,L. Tenenbaum",Springer Vienna,9.78321E+12,1994,11,1994,Advances in Database Systems: Implementations and Applications,"Jan Paredaens,Lev Tenenbaum",Springer,9.78321E+12,1994,11,377
Building PDA Databases for Wireless and Mobile Development,"Robert Laberge,Srdjan Vujosevic",Wiley,9.78047E+12,2002,10,336,Building PDA Databases for Wireless and Mobile Development,"Robert Laberge,Srdjan Vujosevic",Wiley,9.78047E+12,2002,10,336
"Relational Database Writings, 1989-1991 / Edition 1","Chris J. Date,Hugh Darwen",Addison-Wesley,9.7802E+12,1992,1,521,Relational Database Writings 1989-1991,C.J. Date,Addison Wesley Longman,9.7802E+12,1992,1,521
Database Magic: Using Databases to Teach Curriculum in Grades 4-12,Sandra Dounce,International Society for Tech in Ed.,9.78156E+12,2008,7,150,Database Magic: Using Databases to Teach Curriculum in Grades 4-12,Sandra A. Dounce,ISTE,9.78156E+12,2008,4,150
Practical Database Programming with Java / Edition 1,Ying Bai,Wiley,9.78047E+12,2011,10,952,Practical Database Programming with Java,Ying Bai,IEEE Computer Society Press,9.78047E+12,2011,9,919
Database Design and SQL for DB2,James Cooper,Mc Press,9.78158E+12,2013,4,504,Database Design and SQL for DB2,James Cooper,Mc Press,9.78158E+12,2013,4,504
Database fundamentals,Goran Bezanov,MIG Consulting Ltd,9.78096E+12,2013,6,136,Database Fundamentals,Goran Bezanov,MIG Consulting Ltd,9.78096E+12,2013,6,136
Dr. Dobb's Database Development Tools and Techniques,"Dr Dobbs Journal,Eugene E. Kim",C M P Books,9.78088E+12,1997,9,136,Dr Dobb's Database Development Tools and Techniques,"Eugene Eric Kim,Dr Dobbs Journal",Backbeat Books,9.78088E+12,1997,7,136
Handbook of Video Databases: Design and Applications / Edition 1,"Borko Furht,Oge Marques",Taylor & Francis,9.78085E+12,2003,9,0,Handbook of Video Databases: Design and Applications,Borko Furht,CRC Press,9.78085E+12,2003,9,1232
Database Design and Implementation / Edition 1,Edward Sciore,Wiley,9.78047E+12,2008,10,784,Database Design and Implementation,Edward Sciore,John Wiley & Sons,9.78047E+12,2008,10,762
Relational Databases,Chao-Chih Yang,Prentice Hall Professional Technical Reference,9.78014E+12,1985,12,256,Relational Databases,Chao-Chih Yang,Prentice Hall,9.78014E+12,1985,12,269
OCP: Oracle Database 11g Administrator Certified Professional Study Guide: (Exam 1Z0-053) / Edition 1,"Robert G. Freeman,Charles A. Pack,Doug Stuns",Wiley,9.78047E+12,2009,3,888,OCP: Oracle Database 11g Administrator Certified Professional Certification Kit,"Biju Thomas,Robert G. Freeman,Charles A. Pack,Doug Stuns",John Wiley & Sons,9.78047E+12,2009,4,2040
Beginning Java Databases,"MUKHAR,Bjarki Holm,John Carnell,Mark Mamone,Ron Phillips",Apress,9.78186E+12,2001,8,800,Beginning Java Databases,"Kevin Mukhar,John  Carnell",Wrox Press,9.78186E+12,2001,8,973
Handbook of Database Security: Applications and Trends / Edition 1,"Michael Gertz,Sushil Jajodia",Springer US,9.78039E+12,2007,11,577,Handbook of Database Security: Applications and Trends,Michael Gertz,Springer,9.78039E+12,2007,11,577
Practical Application of Object-Oriented Techniques to Relational Databases,Donald K. Burleson,Wiley,9.78047E+12,1994,3,250,Practical Application of Object-Oriented Techniques to Relational Databases,Donald K. Burleson,John Wiley & Sons,9.78047E+12,1994,3,250
Spatial Databases: A Tour / Edition 1,Shashi Shekhar,Pearson,9.78013E+12,2001,12,262,Spatial Databases: A Tour,"Shashi Shekhar,Sanjay Chawla",Pearson,9.78013E+12,2002,6,262
Practical Oracle Database Appliance,"Bobby Curtis,Erik Benner,Maris Elsins,Matt Gallagher,Pete Sharman",Apress,9.78143E+12,2014,1,272,Practical Oracle Database Appliance,"Bobby Curtis,Fuad Arshad,Erik Benner",Apress,9.78143E+12,2014,1,272
Practical Oracle Database Appliance,"Bobby Curtis,Erik Benner,Maris Elsins,Matt Gallagher,Pete Sharman",Apress,9.78143E+12,2014,1,272,Practical Oracle Database Application,Bobby Curtis,Not Avail,9.78143E+12,2014,5,260
Practical Oracle Database Appliance,"Bobby Curtis,Erik Benner,Maris Elsins,Matt Gallagher,Pete Sharman",Apress,9.78143E+12,2014,1,272,Practical Oracle Database Appliance,"Bobby L. Curtis,Fuad Arshad,Erik Benner,Maris Elsins,Pete Sharman,Yury Velikanov",Apress,,2014,1,272
Computing for Site Managers: Database Techniques,"R. Flowers,Flowers",Wiley,9.78063E+12,1996,6,224,Computing For Site Managers: Database Techniques,Robin Flowers,Wiley-Blackwell,9.78063E+12,1996,6,224
Professional iOS Database Application Programming,Patrick Alessi,Wiley,9.78112E+12,2013,4,384,Professional IOS Database Application Programming,Patrick Alessi,Wrox Press,9.78112E+12,2013,4,384
Bitemporal Databases,Canan Eren Atay,VDM Verlag,9.78364E+12,2009,3,176,Bitemporal Databases,"Canan Eren Atay,Abdullah Uz Tansel",VDM Verlag,9.78364E+12,2009,3,176
Expert Oracle Practices: Oracle Database Administration from the Oak Table / Edition 1,"Pete Finnigan,Alex Gorbachev,Tim Gorman,Charles Hooper,Jonathan Lewis",Apress,9.78143E+12,2010,1,592,Expert Oracle Practices: Oracle Database Administration from the Oak Table,"Melanie Caffrey,Pete Finnigan,Charles Hooper,Jonathan Lewis,Arup Nanda,Tim Gorman,Alex Gorbachev,Niall Litchfield,Michael Müller,Karen Morton,Tanel Põder,Robyn Sands,Jože Seneganik,Riyaj Shamsudeen,Kurt Van Meerbeck",Apress,9.78143E+12,2010,2,561
RDF Database Systems: Triples Storage and SPARQL Query Processing,Olivier Cure,Elsevier Science,9.78013E+12,2014,12,256,RDF Database Systems: Triples Storage and Sparql Query Processing,"Olivier Cure,Guillaume Blin",Morgan Kaufmann Publishers,9.78013E+12,2014,12,256
Database Needs for Modeling and Simulation of Plasma Processing,National Research Council,National Academies Press,9.78031E+12,1996,10,74,Database Needs for Modeling and Simulation of Plasma Processing,National Research Council,National Academies Press,9.78031E+12,1996,11,74
Oracle Dataguard: Standby Database Failover Handbook,Bipul Kumar,Rampant Techpress,9.78097E+12,2005,1,230,Oracle Dataguard: Standby Database Failover Handbook,"Bipul Kumar,Donald K. Burleson",Rampant Techpress,9.78097E+12,2005,1,230
Secrets of the Oracle Database / Edition 1,Norbert Debes,Apress,9.78143E+12,2009,6,450,Secrets of the Oracle Database,Norbert Debes,Apress,9.78143E+12,2009,6,515
Blackstone's Police Operational Handbook 2009,"Police National Legal Database (PNLD),Fraser Sampson","Oxford University Press, USA",9.7802E+12,2009,1,896,Blackstone's Police Operational Handbook,"Police National Legal Database,Fraser Sampson","Oxford University Press, USA",9.7802E+12,2008,3,777
Image Databases: Search and Retrieval of Digital Imagery / Edition 1,"Vittorio Castelli,Lawrence D. Bergman,Bergman",Wiley,9.78047E+12,2001,12,608,Image Databases: Search and Retrieval of Digital Imagery,"Vittorio Castelli,Vittorio Castelli",Wiley-Interscience,9.78047E+12,2001,12,608
Android Database Programming,Jason Wei,Packt Publishing,9.78185E+12,2012,6,212,Android Database Programming,Jason Wei,Packt Publishing,9.78185E+12,2012,5,212
Blackstone's Police Operational Handbook 2016,"Police National Legal Database (PNLD),Ian Bridges,Fraser Sampson",Oxford University Press,9.7802E+12,2015,12,912,Blackstone's Police Operational Handbook 2016: Law & Practice and Procedure Pack,"Police National Legal Database (PNLD),Ian Bridges,Fraser Sampson,Clive Harfield","Oxford University Press, USA",9.7802E+12,2015,12,1616
